USerID,TripID,Start Date Time,End Date Time,Trip Duration,Trip Run Time,"Average 
Speed
(Km/h)","Distance Covered
(Km)","Traffic Signal Violations
","Speed Violations
(in hours)","Keep Safe distance violations
(in hours)","Frequent lane change events
(count)"
UA000018,UA0000181542528373463,11/18/2018 08:06,11/18/2018 09:12,1.1,0.8,92.4,74,4,0.3,0.2,2
UA000011,UA0000111542957208754,11/23/2018 07:13,11/23/2018 09:01,1.8,1.6,81.6,130.6,4,0.5,0.2,12
UA000020,UA0000201526474821591,05/16/2018 12:47,05/16/2018 14:29,1.7,1.5,99.6,149.4,0,0.4,0.1,2
UA000012,UA0000121551129415938,02/25/2019 21:16,02/25/2019 22:40,1.4,1.3,106.8,138.9,3,0.4,0.2,2
UA000018,UA0000181541071625578,11/01/2018 11:27,11/01/2018 14:15,2.8,1.9,86.4,164.2,1,0.8,0,2
UA000019,UA0000191525759240468,05/08/2018 06:00,05/08/2018 09:30,3.5,2.1,82.8,173.9,0,0.5,0.5,11
UA000020,UA0000201530813880788,07/05/2018 18:04,07/05/2018 20:46,2.7,2.2,91.2,200.7,1,0.3,0,1
UA000018,UA0000181524805885620,04/27/2018 05:11,04/27/2018 06:23,1.2,0.8,75.6,60.5,3,0.2,0.1,16
UA000010,UA0000101546912891737,01/08/2019 02:01,01/08/2019 02:31,0.5,0.4,80.4,32.2,0,0.1,0.1,12
UA000019,UA0000191527357696641,05/26/2018 18:01,05/26/2018 19:25,1.4,1.1,81.6,89.8,2,0.2,0.3,1
UA000010,UA0000101533524438080,08/06/2018 03:00,08/06/2018 06:24,3.4,2.5,85.2,213,4,0.4,0.6,10
UA000011,UA0000111518208214305,02/09/2018 20:30,02/09/2018 21:18,0.8,0.5,78,39,1,0.2,0,16
UA000015,UA0000151539743954151,10/17/2018 02:39,10/17/2018 04:51,2.2,1.6,103.2,165.2,3,0.2,0.5,19
UA000015,UA0000151516160813034,01/17/2018 03:46,01/17/2018 07:40,3.9,3.2,80.4,257.3,2,0.8,0.6,9
UA000013,UA0000131539442322805,10/13/2018 14:52,10/13/2018 16:04,1.2,0.8,80.4,64.4,2,0.3,0.2,0
UA000020,UA0000201522306635112,03/29/2018 06:57,03/29/2018 07:03,0.1,0.1,104.4,10.5,4,0,0,15
UA000014,UA0000141523273380812,04/09/2018 11:29,04/09/2018 11:41,0.2,0.2,80.4,16.1,2,0,0,2
UA000020,UA0000201526291876573,05/14/2018 09:57,05/14/2018 11:27,1.5,1.2,90,108,3,0.5,0.3,18
UA000019,UA0000191538176080553,09/28/2018 23:08,09/29/2018 02:44,3.6,2.9,98.4,285.4,2,0.1,0.1,8
UA000016,UA0000161525503098275,05/05/2018 06:51,05/05/2018 08:21,1.5,1.1,79.2,87.2,3,0.3,0.3,2
UA000012,UA0000121519800216328,02/28/2018 06:43,02/28/2018 07:31,0.8,0.6,105.6,63.4,1,0,0.1,16
UA000012,UA0000121541213744163,11/03/2018 02:55,11/03/2018 05:07,2.2,1.7,103.2,175.5,0,0.4,0.4,15
UA000015,UA0000151528074754678,06/04/2018 01:12,06/04/2018 05:00,3.8,3.3,94.8,312.9,0,1.6,1.1,20
UA000013,UA0000131542067210679,11/13/2018 00:00,11/13/2018 02:12,2.2,1.8,106.8,192.3,0,0.6,0.6,15
UA000017,UA0000171533403378299,08/04/2018 17:22,08/04/2018 17:28,0.1,0.1,76.8,7.7,1,0,0,7
UA000020,UA0000201530966041978,07/07/2018 12:20,07/07/2018 14:38,2.3,1.7,106.8,181.6,2,0.7,0.1,1
UA000016,UA0000161542421776079,11/17/2018 02:29,11/17/2018 05:11,2.7,1.9,73.2,139.1,3,0.2,0.5,4
UA000010,UA0000101523919590089,04/16/2018 22:59,04/17/2018 00:11,1.2,0.9,108,97.2,3,0.4,0.2,5
UA000012,UA0000121524447209382,04/23/2018 01:33,04/23/2018 01:45,0.2,0.2,87.6,17.6,0,0.1,0.1,9
UA000020,UA0000201539511742370,10/14/2018 10:09,10/14/2018 13:51,3.7,2.8,81.6,228.5,1,1.2,0.7,16
UA000014,UA0000141544052290937,12/05/2018 23:24,12/05/2018 23:48,0.4,0.3,92.4,27.8,4,0,0,15
UA000013,UA0000131518572562538,02/14/2018 01:42,02/14/2018 03:48,2.1,1.6,79.2,126.8,2,0.6,0.2,4
UA000012,UA0000121551425811835,03/01/2019 07:36,03/01/2019 11:12,3.6,2.9,80.4,233.2,0,0.6,0.3,4
UA000020,UA0000201536166783501,09/05/2018 16:59,09/05/2018 18:11,1.2,1,91.2,91.2,1,0.3,0.1,13
UA000019,UA0000191525648037742,05/06/2018 23:07,05/07/2018 00:55,1.8,1.2,98.4,118.1,2,0.3,0.3,13
UA000010,UA0000101539951113977,10/19/2018 12:11,10/19/2018 15:53,3.7,2.8,84,235.2,3,1.1,0.7,16
UA000012,UA0000121520945942893,03/13/2018 12:59,03/13/2018 14:11,1.2,1.1,97.2,107,3,0.1,0.3,1
UA000013,UA0000131547520090012,01/15/2019 02:41,01/15/2019 05:17,2.6,2.2,84,184.8,3,0.3,0.3,18
UA000016,UA0000161523865712428,04/16/2018 08:01,04/16/2018 11:07,3.1,2.5,100.8,252,4,0.9,0.6,11
UA000020,UA0000201531786482285,07/17/2018 00:14,07/17/2018 00:56,0.7,0.7,94.8,66.4,4,0.3,0,19
UA000013,UA0000131517309942463,01/30/2018 10:59,01/30/2018 13:47,2.8,2,106.8,213.6,1,0.5,0,18
UA000017,UA0000171530507749312,07/02/2018 05:02,07/02/2018 06:08,1.1,1,102,102,3,0.3,0,18
UA000016,UA0000161538474675740,10/02/2018 10:04,10/02/2018 10:58,0.9,0.8,75.6,60.5,1,0.3,0.3,9
UA000018,UA0000181548128085469,01/22/2019 03:34,01/22/2019 06:04,2.5,1.7,106.8,181.6,2,0.7,0,5
UA000017,UA0000171542470599623,11/17/2018 16:03,11/17/2018 16:51,0.8,0.6,105.6,63.4,0,0.1,0.2,8
UA000011,UA0000111526096626828,05/12/2018 03:43,05/12/2018 04:55,1.2,0.9,100.8,90.8,3,0.3,0.3,17
UA000018,UA0000181538589234709,10/03/2018 17:53,10/03/2018 20:23,2.5,1.9,87.6,166.5,1,0.3,0,9
UA000014,UA0000141535343289014,08/27/2018 04:14,08/27/2018 08:02,3.8,2.9,72,208.8,2,0.4,0.1,6
UA000015,UA0000151541940597421,11/11/2018 12:49,11/11/2018 16:43,3.9,2.5,102,255,0,0.1,0.5,9
UA000019,UA0000191514822625803,01/01/2018 16:03,01/01/2018 16:15,0.2,0.2,94.8,19,1,0.1,0.1,9
UA000012,UA0000121519542905465,02/25/2018 07:15,02/25/2018 10:39,3.4,2.4,88.8,213.2,2,1.1,0.2,16
UA000016,UA0000161527678983159,05/30/2018 11:16,05/30/2018 13:22,2.1,1.4,100.8,141.2,2,0.1,0.4,2
UA000012,UA0000121551089806660,02/25/2019 10:16,02/25/2019 14:04,3.8,2.6,80.4,209.1,0,0.5,0.8,1
UA000011,UA0000111530137093247,06/27/2018 22:04,06/27/2018 23:58,1.9,1.5,81.6,122.4,0,0.6,0.5,1
UA000010,UA0000101547485874304,01/14/2019 17:11,01/14/2019 19:05,1.9,1.5,88.8,133.2,2,0.2,0.1,19
UA000013,UA0000131525772467984,05/08/2018 09:41,05/08/2018 12:11,2.5,2.1,88.8,186.5,1,0.4,0.3,10
UA000018,UA0000181524118015022,04/19/2018 06:06,04/19/2018 10:06,4,2.5,81.6,204,1,0.1,0.1,19
UA000017,UA0000171532870494304,07/29/2018 13:21,07/29/2018 13:51,0.5,0.3,99.6,29.9,3,0.1,0.1,13
UA000011,UA0000111545775821994,12/25/2018 22:10,12/25/2018 22:16,0.1,0.1,76.8,7.7,0,0,0,3
UA000018,UA0000181518826940388,02/17/2018 00:22,02/17/2018 01:46,1.4,0.9,104.4,94,4,0,0.1,6
UA000016,UA0000161527954258257,06/02/2018 15:44,06/02/2018 16:56,1.2,1,92.4,92.4,1,0,0.2,13
UA000019,UA0000191526281969050,05/14/2018 07:12,05/14/2018 08:42,1.5,1.4,97.2,136.1,3,0,0.2,6
UA000020,UA0000201536515683400,09/09/2018 17:54,09/09/2018 20:48,2.9,1.9,100.8,191.6,3,0.5,0.2,4
UA000011,UA0000111551768775008,03/05/2019 06:52,03/05/2019 08:28,1.6,1.4,96,134.4,1,0.5,0.5,14
UA000015,UA0000151522310872686,03/29/2018 08:07,03/29/2018 11:43,3.6,2.5,108,270,4,0.1,0.7,6
UA000012,UA0000121537607285526,09/22/2018 09:08,09/22/2018 10:38,1.5,1,97.2,97.2,3,0.4,0.2,1
UA000010,UA0000101551530418087,03/02/2019 12:40,03/02/2019 15:16,2.6,1.8,73.2,131.8,0,0.4,0.4,18
UA000012,UA0000121539045641008,10/09/2018 00:40,10/09/2018 03:58,3.3,2.1,94.8,199.1,2,0.1,0.6,6
UA000010,UA0000101517263344083,01/29/2018 22:02,01/30/2018 00:56,2.9,2.3,99.6,229.1,3,0.7,0.6,10
UA000014,UA0000141531207244284,07/10/2018 07:20,07/10/2018 10:32,3.2,2.1,92.4,194.1,4,0.6,0.3,20
UA000017,UA0000171544110410155,12/06/2018 15:33,12/06/2018 16:15,0.7,0.6,97.2,58.4,3,0.1,0.2,8
UA000010,UA0000101515123478073,01/05/2018 03:37,01/05/2018 05:55,2.3,2,88.8,177.6,2,0.2,0.2,15
UA000011,UA0000111542730303548,11/20/2018 16:11,11/20/2018 16:35,0.4,0.4,105.6,42.3,3,0.2,0.1,13
UA000017,UA0000171517318490319,01/30/2018 13:21,01/30/2018 13:27,0.1,0.1,82.8,8.3,3,0,0,15
UA000020,UA0000201539028930982,10/08/2018 20:02,10/08/2018 21:50,1.8,1.3,106.8,138.9,2,0.2,0.3,6
UA000019,UA0000191543293530702,11/27/2018 04:38,11/27/2018 06:20,1.7,1.5,92.4,138.6,2,0.6,0.2,0
UA000012,UA0000121521852620476,03/24/2018 00:50,03/24/2018 03:32,2.7,2.2,94.8,208.6,3,0.1,0.2,7
UA000019,UA0000191520346295237,03/06/2018 14:24,03/06/2018 15:00,0.6,0.5,84,42,3,0.2,0.1,16
UA000017,UA0000171521053736904,03/14/2018 18:55,03/14/2018 19:19,0.4,0.4,73.2,29.3,1,0.2,0.1,5
UA000018,UA0000181538618421723,10/04/2018 02:00,10/04/2018 04:54,2.9,2.1,90,189,3,0.9,0.5,17
UA000015,UA0000151525015505194,04/29/2018 15:25,04/29/2018 19:25,4,2.5,96,240,3,0.4,0.4,15
UA000011,UA0000111534625926426,08/18/2018 20:58,08/18/2018 21:28,0.5,0.4,88.8,35.6,2,0.2,0.1,13
UA000010,UA0000101549514258968,02/07/2019 04:37,02/07/2019 04:49,0.2,0.2,82.8,16.6,0,0,0,4
UA000015,UA0000151524094144691,04/18/2018 23:29,04/19/2018 02:53,3.4,2.2,106.8,235,3,0.3,0.6,14
UA000013,UA0000131536584863272,09/10/2018 13:07,09/10/2018 16:01,2.9,2.5,85.2,213,3,0.6,0.8,13
UA000015,UA0000151524479126743,04/23/2018 10:25,04/23/2018 12:01,1.6,1.3,85.2,110.8,3,0.2,0.1,6
UA000020,UA0000201538426750314,10/01/2018 20:45,10/01/2018 23:03,2.3,1.4,91.2,127.7,2,0.2,0.3,8
UA000019,UA0000191517173758899,01/28/2018 21:09,01/28/2018 22:51,1.7,1.6,79.2,126.8,3,0.5,0.1,10
UA000011,UA0000111543773092840,12/02/2018 17:51,12/02/2018 19:45,1.9,1.2,81.6,98,4,0.5,0.2,10
UA000019,UA0000191542448477117,11/17/2018 09:54,11/17/2018 11:48,1.9,1.7,76.8,130.6,3,0.1,0.3,20
UA000015,UA0000151533985589671,08/11/2018 11:06,08/11/2018 13:24,2.3,2,108,216,1,0.5,0.3,7
UA000020,UA0000201526464270918,05/16/2018 09:51,05/16/2018 13:45,3.9,2.9,78,226.2,1,0.7,0.1,2
UA000016,UA0000161529915001558,06/25/2018 08:23,06/25/2018 11:41,3.3,2.2,78,171.6,4,0.5,0.3,4
UA000011,UA0000111550488146880,02/18/2019 11:09,02/18/2019 11:57,0.8,0.7,79.2,55.5,2,0.1,0.2,1
UA000012,UA0000121536916853377,09/14/2018 09:20,09/14/2018 11:02,1.7,1.3,100.8,131.1,2,0.6,0.4,14
UA000010,UA0000101527167777626,05/24/2018 13:16,05/24/2018 15:04,1.8,1.2,74.4,89.3,4,0.4,0.4,15
UA000011,UA0000111525274616155,05/02/2018 15:23,05/02/2018 16:23,1,0.6,104.4,62.7,2,0.2,0.2,11
UA000018,UA0000181515489201430,01/09/2018 09:13,01/09/2018 11:25,2.2,1.8,76.8,138.3,3,0.3,0.4,14
UA000016,UA0000161528679635802,06/11/2018 01:13,06/11/2018 03:55,2.7,2,73.2,146.4,2,0.3,0.5,6
UA000014,UA0000141530881262220,07/06/2018 12:47,07/06/2018 16:41,3.9,3.4,85.2,289.7,2,0.3,0.7,1
UA000015,UA0000151519832999776,02/28/2018 15:50,02/28/2018 19:38,3.8,3,72,216,3,1.1,0.3,9
UA000013,UA0000131528778467264,06/12/2018 04:41,06/12/2018 07:47,3.1,2.8,94.8,265.5,3,1.3,0.7,5
UA000015,UA0000151521432699622,03/19/2018 04:11,03/19/2018 07:41,3.5,3.2,76.8,245.8,3,1.3,0.1,15
UA000011,UA0000111528979736304,06/14/2018 12:35,06/14/2018 15:59,3.4,2.3,100.8,231.9,3,0.1,0.8,14
UA000011,UA0000111515102366987,01/04/2018 21:46,01/04/2018 23:22,1.6,1.2,100.8,121,4,0.4,0,11
UA000011,UA0000111531099023486,07/09/2018 01:17,07/09/2018 03:35,2.3,1.8,108,194.4,0,0.8,0.1,6
UA000013,UA0000131516540010442,01/21/2018 13:06,01/21/2018 14:06,1,0.9,102,91.8,0,0.3,0.1,16
UA000014,UA0000141540689351145,10/28/2018 01:15,10/28/2018 02:39,1.4,1.1,90,99,2,0.4,0.2,4
UA000017,UA0000171549474245816,02/06/2019 17:30,02/06/2019 17:36,0.1,0.1,80.4,8.1,0,0,0,2
UA000011,UA0000111519522923170,02/25/2018 01:42,02/25/2018 04:36,2.9,1.9,72,136.8,4,0.3,0.5,17
UA000012,UA0000121525140320459,05/01/2018 02:05,05/01/2018 03:35,1.5,1.1,75.6,83.2,3,0.2,0.2,19
UA000019,UA0000191533794012008,08/09/2018 05:53,08/09/2018 09:23,3.5,2.3,93.6,215.3,2,0,0.2,1
UA000017,UA0000171521966949854,03/25/2018 08:35,03/25/2018 09:59,1.4,1.1,108,118.8,2,0.4,0.1,17
UA000013,UA0000131540765154186,10/28/2018 22:19,10/29/2018 01:49,3.5,2.7,98.4,265.7,1,0.7,0.3,1
UA000013,UA0000131520009525889,03/02/2018 16:52,03/02/2018 20:52,4,2.6,78,202.8,3,0,0.7,2
UA000012,UA0000121518299864040,02/10/2018 21:57,02/11/2018 01:45,3.8,2.7,88.8,239.8,2,0.8,0.7,19
UA000012,UA0000121539035182700,10/08/2018 21:46,10/09/2018 00:34,2.8,1.8,85.2,153.4,1,0.3,0.2,18
UA000015,UA0000151540264781771,10/23/2018 03:19,10/23/2018 05:19,2,1.7,90,153,1,0.7,0.1,16
UA000014,UA0000141535707616866,08/31/2018 09:26,08/31/2018 12:38,3.2,2.6,82.8,215.3,1,0.8,0.2,13
UA000011,UA0000111515911452630,01/14/2018 06:30,01/14/2018 07:42,1.2,1,74.4,74.4,3,0.1,0,6
UA000016,UA0000161545873402143,12/27/2018 01:16,12/27/2018 04:22,3.1,2.2,86.4,190.1,1,0.3,0.5,14
UA000018,UA0000181534524861631,08/17/2018 16:54,08/17/2018 17:24,0.5,0.4,80.4,32.2,4,0,0.1,12
UA000015,UA0000151547153065534,01/10/2019 20:44,01/10/2019 23:02,2.3,1.7,97.2,165.3,0,0.4,0.5,7
UA000013,UA0000131542271858689,11/15/2018 08:50,11/15/2018 09:02,0.2,0.2,84,16.8,0,0,0,18
UA000013,UA0000131539313552925,10/12/2018 03:05,10/12/2018 03:47,0.7,0.6,97.2,58.4,3,0.3,0.1,1
UA000019,UA0000191532901265228,07/29/2018 21:54,07/30/2018 00:24,2.5,1.5,85.2,127.8,1,0.2,0.5,0
